voltage,current,power,pf,z
228.4,1.113,211.4,0.83,205.2
228.4,1.113,211.4,0.83,205.2
228.4,1.114,211.5,0.83,205.0
228.4,1.114,211.5,0.83,205.0
228.3,1.112,211.1,0.83,205.3
228.3,1.112,211.1,0.83,205.3
228.2,1.112,211.2,0.83,205.2
228.2,1.112,211.2,0.83,205.2
228.3,1.112,211.3,0.83,205.3
228.3,1.112,211.3,0.83,205.3
228.2,1.112,211.2,0.83,205.2
228.2,1.112,211.2,0.83,205.2
228.2,1.112,211.2,0.83,205.2
228.2,1.112,211.2,0.83,205.2
228.2,1.112,211,0.83,205.2
228.2,1.112,211,0.83,205.2
228.2,1.113,211.2,0.83,205.0
228.2,1.113,211.2,0.83,205.0
228.1,1.112,210.9,0.83,205.1
228.1,1.112,210.9,0.83,205.1
228,1.11,210.5,0.83,205.4
228,1.11,210.5,0.83,205.4
228,1.111,210.6,0.83,205.2
228,1.111,210.6,0.83,205.2
228.1,1.112,210.8,0.83,205.1
228.1,1.112,210.8,0.83,205.1
228.1,1.111,210.9,0.83,205.3
228.1,1.111,210.9,0.83,205.3
228.2,1.113,211.2,0.83,205.0
228.2,1.113,211.2,0.83,205.0
228.3,1.114,211.4,0.83,204.9
228.3,1.114,211.4,0.83,204.9
228.4,1.114,211.5,0.83,205.0
228.4,1.114,211.5,0.83,205.0
228.4,1.114,211.5,0.83,205.0
228.4,1.114,211.5,0.83,205.0
228.4,1.114,211.6,0.83,205.0
228.4,1.114,211.6,0.83,205.0
228.5,1.116,211.8,0.83,204.7
228.5,1.116,211.8,0.83,204.7
228.4,1.113,211.6,0.83,205.2
228.4,1.113,211.6,0.83,205.2
228.4,1.114,211.5,0.83,205.0
228.4,1.114,211.5,0.83,205.0
228.4,1.114,211.5,0.83,205.0
228.4,1.114,211.5,0.83,205.0
228.3,1.113,211.5,0.83,205.1
228.3,1.113,211.5,0.83,205.1
228.3,1.112,211.3,0.83,205.3
228.3,1.112,211.3,0.83,205.3
228.3,1.113,211.4,0.83,205.1
228.3,1.113,211.4,0.83,205.1
228.3,1.113,211.5,0.83,205.1
228.3,1.113,211.5,0.83,205.1
228.3,1.113,211.5,0.83,205.1
228.3,1.113,211.5,0.83,205.1
228.3,1.112,211.4,0.83,205.3
228.3,1.112,211.4,0.83,205.3
228.3,1.112,211.4,0.83,205.3
228.3,1.112,211.4,0.83,205.3
228.3,1.111,211.2,0.83,205.5
228.3,1.111,211.2,0.83,205.5
228.3,1.111,211.2,0.83,205.5
228.2,1.111,211.2,0.83,205.4
228.2,1.111,211.2,0.83,205.4
228.2,1.111,211.2,0.83,205.4
228.2,1.111,211.1,0.83,205.4
228.2,1.111,211.1,0.83,205.4
228.2,1.111,211.1,0.83,205.4
228.2,1.111,211.1,0.83,205.4
228.2,1.111,211.1,0.83,205.4
228.2,1.111,211.3,0.83,205.4
228.2,1.111,211.3,0.83,205.4
228.3,1.112,211.3,0.83,205.3
228.3,1.112,211.3,0.83,205.3
228.3,1.111,211.3,0.83,205.5
228.3,1.111,211.4,0.83,205.5
228.3,1.111,211.4,0.83,205.5
228.3,1.111,211.4,0.83,205.5
228.3,1.111,211.4,0.83,205.5
228.3,1.111,211.4,0.83,205.5
228.3,1.11,211.4,0.83,205.7
228.3,1.11,211.4,0.83,205.7
228.3,1.111,211.4,0.83,205.5
228.3,1.111,211.4,0.83,205.5
228.2,1.11,211.2,0.83,205.6
228.2,1.11,211.2,0.83,205.6
